
> warqandqlam@0.1.0 dev
> next dev

▲ Next.js 16.2.9 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.8.49:3000
✓ Ready in 665ms

 GET /products/products-page-pen-1 200 in 196ms (next.js: 8ms, generate-params: 20µs, application-code: 187ms)
 GET /products/products-page-pen-1 200 in 195ms (next.js: 36ms, generate-params: 15µs, application-code: 159ms)
 GET /products/products-page-pen-1 200 in 175ms (next.js: 6ms, generate-params: 20µs, application-code: 169ms)
 GET /products/products-page-pen-1 200 in 183ms (next.js: 6ms, generate-params: 25µs, application-code: 177ms)
 GET /products/products-page-pen-1 200 in 197ms (next.js: 13ms, generate-params: 26µs, application-code: 184ms)
 GET /products/products-page-pen-1 200 in 199ms (next.js: 7ms, generate-params: 61µs, application-code: 192ms)
 GET /products/products-page-pen-1 200 in 235ms (next.js: 15ms, generate-params: 6ms, application-code: 220ms)
 GET /products/products-page-pen-1 200 in 236ms (next.js: 50ms, generate-params: 20µs, application-code: 186ms)
 GET /products/products-page-pen-1 200 in 183ms (next.js: 15ms, generate-params: 181µs, application-code: 167ms)
 GET /products/products-page-pen-1 200 in 182ms (next.js: 8ms, generate-params: 18µs, application-code: 175ms)
 GET /products/products-page-pen-1 200 in 222ms (next.js: 36ms, generate-params: 32µs, application-code: 186ms)
 GET /products/products-page-pen-1 200 in 193ms (next.js: 11ms, generate-params: 31µs, application-code: 182ms)
 GET /products/products-page-pen-1 200 in 212ms (next.js: 10ms, generate-params: 45µs, application-code: 202ms)
 GET /products/products-page-pen-1 200 in 213ms (next.js: 55ms, generate-params: 35µs, application-code: 158ms)
 GET /products/products-page-pen-1 200 in 154ms (next.js: 10ms, generate-params: 21µs, application-code: 144ms)
 GET /products/products-page-pen-1 200 in 154ms (next.js: 12ms, generate-params: 51µs, application-code: 142ms)
 GET /products/products-page-pen-1 200 in 180ms (next.js: 35ms, generate-params: 25µs, application-code: 146ms)
 GET /products/products-page-pen-1 200 in 151ms (next.js: 7ms, generate-params: 24µs, application-code: 145ms)
 GET /products/products-page-pen-1 200 in 189ms (next.js: 7ms, generate-params: 26µs, application-code: 182ms)
 GET /products/products-page-pen-1 200 in 152ms (next.js: 7ms, generate-params: 21µs, application-code: 145ms)
 GET /products/products-page-pen-1 200 in 150ms (next.js: 6ms, generate-params: 35µs, application-code: 144ms)
 GET /products/products-page-pen-1 200 in 124ms (next.js: 5ms, generate-params: 20µs, application-code: 119ms)
 GET /products/products-page-pen-1 200 in 122ms (next.js: 12ms, generate-params: 6ms, application-code: 110ms)
 GET /products/products-page-pen-1 200 in 143ms (next.js: 9ms, generate-params: 25µs, application-code: 134ms)
 GET /products/products-page-pen-1 200 in 132ms (next.js: 6ms, generate-params: 18µs, application-code: 126ms)
 GET /products/products-page-pen-1 200 in 111ms (next.js: 7ms, generate-params: 31µs, application-code: 104ms)
 GET /products/products-page-pen-1 200 in 112ms (next.js: 5ms, generate-params: 17µs, application-code: 107ms)
 GET /products/products-page-pen-1 200 in 91ms (next.js: 5ms, generate-params: 18µs, application-code: 87ms)
 GET /products/products-page-pen-1 200 in 121ms (next.js: 4ms, generate-params: 17µs, application-code: 117ms)
 GET /products/products-page-pen-1 200 in 173ms (next.js: 7ms, generate-params: 49µs, application-code: 166ms)
 GET /products/products-page-pen-1 200 in 184ms (next.js: 7ms, generate-params: 98µs, application-code: 176ms)
 GET /products/products-page-pen-1 200 in 160ms (next.js: 5ms, generate-params: 17µs, application-code: 155ms)
 GET /products/products-page-pen-1 200 in 182ms (next.js: 6ms, generate-params: 36µs, application-code: 175ms)
 GET /products/products-page-pen-1 200 in 186ms (next.js: 5ms, generate-params: 23µs, application-code: 181ms)
 GET /products/products-page-pen-1 200 in 180ms (next.js: 12ms, generate-params: 50µs, application-code: 167ms)
 GET /products/products-page-pen-1 200 in 197ms (next.js: 10ms, generate-params: 33µs, application-code: 187ms)
 GET /products/products-page-pen-1 200 in 170ms (next.js: 7ms, generate-params: 23µs, application-code: 163ms)
 GET /products/products-page-pen-1 200 in 140ms (next.js: 19ms, generate-params: 34µs, application-code: 121ms)
 GET /products/products-page-pen-1 200 in 122ms (next.js: 12ms, generate-params: 5ms, application-code: 110ms)
 GET /products/products-page-pen-1 200 in 88ms (next.js: 5ms, generate-params: 17µs, application-code: 83ms)
 GET /products/products-page-pen-1 200 in 66ms (next.js: 5ms, generate-params: 18µs, application-code: 61ms)
 GET /products/products-page-pen-1 200 in 38ms (next.js: 5ms, generate-params: 18µs, application-code: 33ms)
 GET /printing 200 in 380ms (next.js: 81ms, application-code: 299ms)
 GET /printing 200 in 64ms (next.js: 7ms, application-code: 56ms)
 GET /categories 200 in 237ms (next.js: 164ms, application-code: 73ms)
✓ Compiled in 47ms
 GET /products/products-page-pen-1 200 in 156ms (next.js: 113ms, generate-params: 58ms, application-code: 44ms)
 GET /categories 200 in 267ms (next.js: 62ms, application-code: 205ms)
 GET /cart 200 in 186ms (next.js: 139ms, application-code: 47ms)
✓ Compiled in 43ms
 GET /cart 200 in 159ms (next.js: 70ms, application-code: 89ms)
 GET /products/products-page-pen-1 200 in 59ms (next.js: 26ms, generate-params: 5ms, application-code: 33ms)
✓ Compiled in 45ms
 GET /cart 200 in 171ms (next.js: 61ms, application-code: 110ms)
 GET /products/products-page-pen-1 200 in 80ms (next.js: 25ms, generate-params: 5ms, application-code: 55ms)
 GET /printing 200 in 275ms (next.js: 17ms, application-code: 258ms)
 GET /checkout 200 in 2.8s (next.js: 2.7s, application-code: 81ms)
 GET /checkout 200 in 46ms (next.js: 8ms, application-code: 38ms)
 GET /printing 200 in 53ms (next.js: 5ms, application-code: 48ms)
 GET /cart 200 in 80ms (next.js: 7ms, application-code: 72ms)
[?25h

D:\websites\warqandqlam>
